"'Young' oral fibroblasts are geno/phenotypically distinct. Wound healing within the oral mucosa results in minimal scar formation compared with wounds within the skin. We have recently demonstrated distinct differences in the aging profiles of cells (oral mucosal and patient-matched skin fibroblasts) isolated from these tissues. We hypothesized that the increased replicative potential of oral mucosal fibroblasts may confer upon them preferential wound-healing capacities. Passage-matched early cultures of oral mucosal fibroblasts and skin fibroblasts demonstrated distinct gene expression profiles, with several genes linked to wound healing/tissue repair. This was related to an increased ability of the 'replicatively younger' oral mucosal fibroblasts to repopulate a wound space and reorganize their surrounding extracellular matrix environment, key activities during the wound-healing process. We conclude that oral mucosal fibroblasts exhibit a preferential healing response in vivo, due to their 'replicatively younger' phenotype when compared with that of patient-matched skin fibroblasts.",nocancer
"Functional changes in the aging kidney. The aging process results in remarkable changes in the kidney. These changes are both anatomical and functional and have been considered the cause of the increased propensity of the elderly to acute or chronic renal failure. However, the majority of the early studies on aging enrolled institutionalized elderly patients with several comorbidities such as hypertension and heart disease which could by themselves induce renal alterations. Recently the selection of subjects lacking renal disease or processes known to affect renal function has demonstrated that aging changes are less pronounced in healthy aged subjects. Nonetheless, understanding aging-induced renal changes may help to prevent life-threatening kidney disease. This review will focus on glomerular hemodynamics, and on renal sodium and potassium handling and diluting and concentrating ability.",nocancer
"Primary endobronchial schwannoma. Primary intrabronchial neurilemmas, also called schwannomas, are extremely rare tumors that originate from Schwann cells. We report a case of intrabronchial schwannoma arising in the left main bronchus in an 8-year-old child. The diagnosis was made by bronchofiberscopic biopsy. Although the tumor was benign, the patient was subjected to left pneumonectomy because of destruction of the pulmonary parenchyma distal to the obstruction. The diagnosis of intrabronchial schwannoma was supported pathologically with characteristic findings on Antoni A and Antoni B areas. This case is unique in that it is the youngest case in the literature.",cancer
"Two patients with abducens nerve palsy and crossed hemiplegia (Raymond syndrome). We report 2 patients of alternating hemiplegia with abducens nerve palsy. One patient was also complicated by contralateral supranuclear facial nerve palsy. MRI showed an infarct involving the paramedian and lateral area of the pontine basis in both patients. We considered that corticospinal tract and infraabducens nerve fibers were involved in both patients, and that the corticobulbar tract was involved in 1 patient with supranuclear facial nerve palsy. Although supranuclear facial nerve palsy was not found in the other patient, we speculated that supranucler facial nerve fibers might pass mainly through the aberrant pyramidal tract in this patient.",nocancer
"Easier said than done: behavioral conflicts in following social-distancing recommendations for influenza prevention. Preventing transmission of H1N1 and other infectious diseases can require individuals to change behaviors, but recommendations to change behavior can run counter to other powerful influences. For example, instructions to not shake hands or avoid certain public gatherings can run counter to substantial social pressures to shake hands or be in attendance. These behavioral conflicts are illustrated with an experience of the relative ineffectiveness of voluntary recommendations, which highlights the importance of considering these social pressures when determining what recommendations to make and how to make them. An analysis of how social pressures influence behaviors relevant to preventing disease transmission can aid public health officials in considering how to make effective recommendations concerning H1N1 and other infectious disease situations.",nocancer
"Recognizing and diagnosing fibromyalgia. Fibromyalgia affects an estimated 2% of the American population. Current understanding explains it as a neurologic disorder of central pain processing that causes the perception of pain in response to stimuli that in healthy individuals would not be painful. The recognition of fibromyalgia can lead to effective treatment with significant improvement in functioning. Unfortunately, because of the chronic nature of the pain condition and associated counterproductive behaviors and disability, patients and physicians may rapidly become frustrated with each other and abandon the pursuit of adequate diagnosis and treatment. If the physician instead recognizes the diagnostic pattern of pain and appreciates the real nature of the underlying pathology, then he or she can be of great benefit to patients and their families in managing this chronic disease.",nocancer
"The role of complement in dendritic cell (DC) control of T-cell subsets. This section of the Journal of Drugs in Dermatology (JDD) is dedicated to Dendreon's Provenge (Sipuleucel-T), the first therapeutic DC vaccine proven effective and approved by the United States (U.S.) Food and Drug Administration (FDA) for advanced cancer. This editorial will discuss three articles in this issue, their relationship to Provenge and the recent TH17-Treg subsets that are regulated by CD46.",cancer
"Cytologic diagnosis of hepatobiliary cystadenoma with mesenchymal stroma during intraoperative consultation: a case report. BACKGROUND: Hepatobiliary cystadenoma with mesenchymal stroma (HCMS) is a rare cystic tumor characterized by a layer of mucinous cuboidal to columnar epithelium situated on top of a basement membrane resting on an ovarian-like stroma. Cytologic features of this entity have not been extensively studied. We present a case of HCMS with emphasis on cytologic material obtained at the time of intraoperative consultation (IOC). CASE: A 51-year-old woman had partial resection of a liver cyst. Seven months later she sought further medical attention and presented for surgical reevaluation and reexcision of the same lesion. Initial computed tomography revealed a multiloculated liver cyst. Five months after reexcision the lesion recurred and was again excised. During IOC, scrape cytology revealed both biliary epithelial and mesenchymal stromal cells in a cystic background. Permanent sections showed histologic features of HCMS. To the best of our knowledge, this is the first cytologic description of such a neoplasm to include both epithelial and mesenchymal stromal elements. CONCLUSION: The use of scrape cytology during IOC can be a fast and effective way of identifying both the epithelium and mesenchymal stroma when HCMS is in the differential diagnosis of a cystic liver lesion.",cancer
"Pancreatic pseudocyst-inferior vena cava fistula causing caval stenosis, left renal vein thrombosis, subcutaneous fat necrosis, arthritis and dysfibrinogenemia. AIM: We describe the case of a 38 year old man, with a story of alcohol abuse, who developed a very painful nodular subcutaneous fat necrosis, fever and polyarthritis, denying any abdominal symptoms due to a pancreatic pseudocyst-inferior vena cava fistula. MATERIAL OF STUDY: The authors discuss the unusual and protracted course with intermittent hyperamylasemia and hyperlipasemia related to clinical manifestations such as subcutaneous fat necrosis, polyarthritis, pleural effusion and dysfibrinogenemia, and vascular complications as inferior vena cava stenosis and left renal vein thrombosis without abdominal symptomatology. RESULTS: After ultrasonograms and CT Scans showing a 3-4 cm cyst at the pancreatic head with a solid bud protruding into the pseudocystic cavity, and an ERCP showing a communication between the pancreatic duct and the pseudocyst but failing in demonstrating the vascular fistula, the patient underwent a Roux-en-y pseudocyst-jejunostomy and suture of the caval communication leading to complete recovery with normalization of laboratory findings. DISCUSSION: In our case, the locally sclerosing activity of the enzymes in the endothelium led to a communication between the inferior vena cava and the pseudocyst and to a complete thrombosis of the left renal vein and to a stenosis of the inferior vena cava itself The fluctuance of the symptomatology severity was probably due to an intermittent opening of the passage between pseudocyst and vena cava. Such a clinical case, to the author knowledge, has never been reported. CONCLUSION: When in presence of very high levels of amylasemia and lipasemia in spite of the paucity of abdominal symptomatology, and the onset of unusual complications such as panniculitis, pleural effusion, arthritis and coagulative disorders, a pancreatic pseudocyst-inferior vena cava fistula should be kept in consideration during diagnosis.",cancer
"Multispectral real-time fluorescence imaging for intraoperative detection of the sentinel lymph node in gynecologic oncology. The prognosis in virtually all solid tumors depends on the presence or absence of lymph node metastases. Surgical treatment most often combines radical excision of the tumor with a full lymphadenectomy in the drainage area of the tumor. However, removal of lymph nodes is associated with increased morbidity due to infection, wound breakdown and lymphedema. As an alternative, the sentinel lymph node procedure (SLN) was developed several decades ago to detect the first draining lymph node from the tumor. In case of lymphogenic dissemination, the SLN is the first lymph node that is affected (Figure 1). Hence, if the SLN does not contain metastases, downstream lymph nodes will also be free from tumor metastases and need not to be removed. The SLN procedure is part of the treatment for many tumor types, like breast cancer and melanoma, but also for cancer of the vulva and cervix. The current standard methodology for SLN-detection is by peritumoral injection of radiocolloid one day prior to surgery, and a colored dye intraoperatively. Disadvantages of the procedure in cervical and vulvar cancer are multiple injections in the genital area, leading to increased psychological distress for the patient, and the use of radioactive colloid. Multispectral fluorescence imaging is an emerging imaging modality that can be applied intraoperatively without the need for injection of radiocolloid. For intraoperative fluorescence imaging, two components are needed: a fluorescent agent and a quantitative optical system for intraoperative imaging. As a fluorophore we have used indocyanine green (ICG). ICG has been used for many decades to assess cardiac function, cerebral perfusion and liver perfusion. It is an inert drug with a safe pharmaco-biological profile. When excited at around 750 nm, it emits light in the near-infrared spectrum around 800 nm. A custom-made multispectral fluorescence imaging camera system was used. The aim of this video article is to demonstrate the detection of the SLN using intraoperative fluorescence imaging in patients with cervical and vulvar cancer. Fluorescence imaging is used in conjunction with the standard procedure, consisting of radiocolloid and a blue dye. In the future, intraoperative fluorescence imaging might replace the current method and is also easily transferable to other indications like breast cancer and melanoma.",cancer
"Sexual health information seeking on the Internet: comparisons between White and African American college students. College students are often interested in information about sexual health topics. A study of 149 college students and their use of the Internet for sexual health information was conducted. The study findings indicated that African American college students, as compared to White college students, and women, as compared to men, had greater odds for searching on the Internet for birth control information. Among male college students, a higher internal locus of control was associated with lower odds for looking at birth control information on the Internet. Nurses and healthcare providers working in college settings can use these findings to develop strategies for identifying those who are more likely to reference the Internet to obtain birth control and sexual health information.",nocancer
Idiopathic autoimmune thrombocytopenia purpura in a 12-year-old boy. A 12 year old boy presented to the emergency room with chief complaints of nosebleed and petechiae on lower and upper extremities. The case was adopted for an assignment in a junior level Library Research and Case Studies Presentations course in a distance learning CLS curriculum. The study describes the patient's presentation and differential diagnosis based on laboratory results. The disease background is provided and treatment options are outlined.,cancer
"A support vector machine (SVM) for predicting preferred treatment position in radiotherapy of patients with breast cancer. PURPOSE: NYU 05-181 protocol compared the CT simulation in both supine and prone positions for 400 patients with breast cancer (200 left-breast and 200 right-breast) to identify which setup is better at sparing heart and lung involvement in the treatment process. The results demonstrated that all right-breast patients benefited from the prone treatment position, while for left-breast patients, 85% were better treated prone and 15% were better treated supine. Using the clinical data collected from this protocol, the authors aimed at developing an automated tool capable of identifying which of the left-breast cancer patients are better treated supine without obtaining a second CT scan in the supine position. METHODS: Prone CT scans from 198 of the 200 left-breast cancer patients enrolled in NYU 05-181 protocol were deidentified and exported to a dedicated research planning workstation. Three-dimensional geometric features of the organs at risk and tumor bed were extracted. A two-stage classifier was used to classify patients into the prone class or the supine class. In the first stage, the authors use simple thresholding to divide the patients into two groups based on their in-field heart volume. For patients with in-field heart volume < or = 0.1 cc, the prone position was chosen as the preferred treatment position. Patients with in-field heart volume > 0.1 cc will be further classified in the second stage by a weighted support vector machine (SVM). The weight parameters of the SVM were adjusted to maximize the specificity [true-supine/(true-supine+false-prone)] at the cost of lowering but still maintaining reasonable sensitivity [true-prone/(true-prone+false-supine)]. The authors used K-fold cross validations to test the performance of the SVM classifier. A feature selection algorithm was also used to identify features that give the best classification performance. RESULTS: After the first stage, 49 of the 198 left-breast cancer patients were found to have > 0.1 cc of in-field heart volume. The three geometric features of heart orientation, distance between heart and tumor, and in-field lung were selected by the feature selection algorithm in the second stage of the two-stage classifier to give the best predefined weighted accuracy. The overall sensitivity and specificity of the proposed method were found to be 90.4% and 99.3%, respectively. Using two-stage classification, the authors reduced the proportion of prone-treated patients that need a second supine CT scan down to 16.3/170 or 9.6%, as compared to 21/170 or 12.4% when the authors use only the first stage (thresholding) for classification. CONCLUSIONS: The authors' study showed that a feature-based classifier is feasible for predicting the preferred treatment position, based on features extracted from prone CT scans. The two-stage classifier achieved very high specificity at an acceptable expense of sensitivity.",cancer
"Screening of natural products for therapeutic activity against solid tumors. Most of the currently used cancer therapeutics are natural products. These agents were generally discovered based on their toxicity to tumour cells using various bioassays. Although the exact mechanisms of action of the most commonly used cancer therapeutics such as anthracyclins, podophyllotoxins and camptothecin are incompletely understood, it is becoming increasingly clear that these agents often show complex modes of action at the cellular level, interacting with numerous targets. Such complex modes of action may be the very reason for clinical efficacy. For discovering new cytotoxic anticancer drugs sophisticated screening methods were used. The principles of such screening projects conducted, using collections of purified natural products or extracts from plants have been described. By performing simple but robust prescreening tests such as the brine shrimp assay, bioactive extracts can be identified. Extracts (65) prepared from a collection of Egyptian plants were identified that showed cytotoxity on HepG2 cells. Interestingly, 22 (33%) of these raw extracts, induced > 2-fold induction of caspase-cleavage activity in a colon carcinoma cell line, consistent with induction of apoptosis. Only a fraction of the diversity of the biosphere has been tested for biological activity and novel cancer therapeutics remains to be discovered.",cancer
"Chromatin-bound PCNA as S-phase marker in mononuclear blood cells of patients with acute lymphoblastic leukaemia or multiple myeloma. OBJECTIVES: Proliferating cell nuclear antigen (PCNA) has often been used as a marker to aid assessment of tumour growth fraction. This paper addresses the question of whether it can be used as an S-phase marker, when the non-chromatin-bound form of the protein is removed by pepsin treatment. MATERIALS AND METHODS: Cytofluorometric measurements were carried out after immunofluorescence staining of PCNA and counterstaining of DNA. S-phase fraction was determined with the help of windows on PCNA versus DNA scattergrams, or mathematically from DNA histograms. RESULTS: S-phase fractions obtained using the two methods correlated well, but did not always agree, exact discrepancies depending on the mathematical model used for histogram analysis. CONCLUSIONS: Determination of S-phase fractions with the help of PCNA immunofluorescence staining is possible, and probably more reliable than calculation of S-fractions from DNA histograms. It thus offers an alternative to assays involving BrdU labelling in vivo.",cancer
"Births to adolescents in the U.S. military healthcare system. PURPOSE: To describe the rate and sociodemographic profile of live births to adolescents having U.S. Department of Defense healthcare coverage because of parental military service. METHODS: All live births identified from the M2 database during 2003-2006 to 10- to 23-year olds in this population were stratified and compared. RESULTS: Birth rates rose in the 18- to 19- and 20- to 23-year-old groups over the 4 years studied (p < 0.05). Daughters of active duty personnel had higher live birth rates than daughters of retirees (7.1 vs. 6.1 age 15-17; p < 0.05). Birth rates differed among dependents of junior enlistees, senior enlistees, and officers (7.1, 9.4, 3.8, respectively; p < 0.0001). CONCLUSIONS: Adolescent dependents in this system have an increasing, though low, live birth rate. Those with active duty sponsors have a significantly higher rate than their age-matched peers with retired sponsors. Further study is warranted to identify factors unique to this population that may influence birth patterns.",nocancer
"China's oral care system in transition: lessons to be learned from Germany. AIM: The objective of this discussion paper is to investigate whether the experience gained through the German paradigm shift in dental care can be of benefit in China's deliberations on the introduction of universal dental care for its people. METHODOLOGY A comparison of representative oral health outcome data from China and Germany, two countries at different stages in their development, is presented here in order to analyse whether the findings meet expected outcome and confirm the presumption that more developed countries perform better. RESULTS: The epidemiological comparison reveals surprising findings concerning the severity of dental diseases and, in particular, missing teeth per person in adults and rates of total edentulousness in seniors. In all of these areas German adults and seniors show significantly inferior outcomes compared with the Chinese population. The main reason for these striking discrepancies, as it turned out, is the decisive role played by the treatment philosophies and strategies of German dentists. CONCLUSION AND RECOMMENDATIONS: If dentists take a less interventionist approach, checking as well as treating dental diseases with preventive and strictly tooth-preserving methods, dental treatment results in oral health. Under these conditions it can be assumed that modern dentistry is generally good for the teeth. These findings are important for developing countries that are seeking to integrate dental care into their health care system. On the basis of long-term experience from highly industrialized Western countries and especially from Germany we will attempt to put forward proposals for creating an effective and efficient dental care system in China.",nocancer
"Prognostic impact of microsatellite instability in colorectal cancer patients treated with adjuvant FOLFOX. BACKGROUND: Colorectal cancer (CRC) patients whose tumours have microsatellite instability (MSI) do not benefit from adjuvant 5-fluorouracil. However, the predictive value of MSI is not known for FOLFOX, now recommended in adjuvant setting. PATIENTS AND METHODS: MSI phenotype was assessed by the pentaplex method. Three-year relapse and disease-free survival (DFS) of patients treated for CRC with FOLFOX 4 in an adjuvant setting were compared according to MSI phenotype. RESULTS: A total of 105 patients (19 MSI, 86 microsatellite stable, MSS) were included. Stage II patients more frequently exhibited MSI (58%) than MSS (21%); (p=0.002). Patients with MSI relapsed significantly less than those with MSS (10.5% vs. 35.0%; p=0.04). DFS was similar for MSI and MSS (p=0.1). In univariate analysis, stage (p=0.0006) and MSI status (p=0.017) were significant predictors of DFS. CONCLUSION: MSI status was associated with significantly fewer relapses and a better prognosis. FOLFOX4 did not alter survival of patients with MSI and can be administered to them.",cancer
"The association between obstructive sleep apnea syndrome and microvascular complications in well-controlled diabetic patients. BACKGROUND: Obstructive sleep apnea syndrome (OSAS) may promote hyperglycemia and insulin resistance. OBJECTIVE: We studied the link between sleep apnea and microvascular diabetic complications in veterans with type 2 diabetes mellitus (DM-2). DESIGN: A retrospective electronic chart of all veterans referred for sleep studies over a 1-year period was reviewed. Ninety-eight patients with a glycosylated hemoglobin < 6.5% were included in the study. The degree of glycemia (HbA1c) and presence of macro- and microvascular complications were compared with OSAS variables. METHOD: Statistical analysis examined bivariate associations between OSAS variables and metabolic syndrome parameters. RESULTS: The apnea hypopnea index was significantly related to diabetic microvascular complications, particularly retinopathy. Oxygen desaturation was significantly and inversely related to microalbuminuria, microvascular complications, retinopathy, and HbA1c. CONCLUSIONS: Sleep apnea is associated with microvascular complications even in well-controlled DM-2 veterans. CLINICAL IMPLICATIONS: Screening for OSAS should be considered in patients with DM-2.",nocancer
"Fine needle aspiration of metastatic adult granulosa cell tumor of the ovary: a case report. BACKGROUND: Granulosa cell tumors (GCTs) of the ovary are low grade ovarian malignancies with a predilection for late recurrences in the pelvic cavity and occasionally distant metastases. Fine needle aspiration (FNA) can be used to detect such recurrences accurately based on unique cytologic and immunohistochemical features. CASE: A 5-cm, retrocaval mass at the level of the kidneys was detected in a 63-year-old woman who had a diagnosis of adult GCT (AGCT) of the ovary 18 years earlier and a local recurrence 5 years prior to this admission. The FNA of the retrocaval mass displayed small tumor cells with scant cytoplasm arranged in small aggregates and isolated cells. Coffee bean-like longitudinal nuclear grooves and microfollicular structures with amorphous material resembling Call-Exner bodies were not readily identified. Cytohistologic correlation with the patient's previous biopsies and positive immunohistochemical staining reaction with estrogen receptor, progesterone receptor and inhibin confirmed the recurrence of AGCT, thus avoiding unnecessary surgical interventions for diagnostic purposes. CONCLUSION: For accurate interpretation of cytologic findings of recurrent GCT, proper clinical history, cytohistologic correlation with prior biopsies and a positive immunohistochemical reaction with inhibin are of vital importance.",cancer
"Mediastinal teratoma mimicking massive pleural effusion. Immature mediastinal teratoma is very rare, found in only 1% of all mediastinal teratomas. Raised serum alpha feto-protein acts as important surrogate marker for both diagnosis and follow up in such cases. Surgery and adjuvant chemotherapy are keys in the management, especially in patients older than 15 years of age. We present a 14-year-boy presenting clinico-radiologically as left sided massive pleural effusion. Raised serum marker as well as excision biopsy of the mediastinal mass following thoracotomy were indicative of a diagnosis of immature teratoma.",cancer
